Image_ID,Well_ID,Well,Row,Col,Field_ID,Field,PositionX,PositionY,PositionZ,PositionX (um),PositionX (pixels),PositionY (um),PositionY (pixels),PositionZ (um),PositionZ (pixels),min_bbox_PositionX (um),max_bbox_PositionX (um),min_bbox_PositionY (um),max_bbox_PositionY (um),bbox_coords
0202K1F30P7R4,0202,B02,2,2,F30,30,-0.002460245,-0.000820082,5e-06,-2460.245,-25920.006,-820.082,-8640.005,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-922.5921853068735,-717.5718146931265,"-2562.8,-922.6,-2357.7,-717.6"
0202K1F31P1R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,-1e-06,-2460.245,-25920.006,-1025.102,-10800.002,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P1R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,-1e-06,-2460.245,-25920.006,-1025.102,-10800.002,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P1R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,-1e-06,-2460.245,-25920.006,-1025.102,-10800.002,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P1R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,-1e-06,-2460.245,-25920.006,-1025.102,-10800.002,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P2R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,0.0,-2460.245,-25920.006,-1025.102,-10800.002,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P2R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,0.0,-2460.245,-25920.006,-1025.102,-10800.002,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P2R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,0.0,-2460.245,-25920.006,-1025.102,-10800.002,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P2R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,0.0,-2460.245,-25920.006,-1025.102,-10800.002,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P3R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,1e-06,-2460.245,-25920.006,-1025.102,-10800.002,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P3R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,1e-06,-2460.245,-25920.006,-1025.102,-10800.002,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P3R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,1e-06,-2460.245,-25920.006,-1025.102,-10800.002,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P3R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,1e-06,-2460.245,-25920.006,-1025.102,-10800.002,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P4R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,2e-06,-2460.245,-25920.006,-1025.102,-10800.002,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P4R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,2e-06,-2460.245,-25920.006,-1025.102,-10800.002,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P4R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,2e-06,-2460.245,-25920.006,-1025.102,-10800.002,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P4R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,2e-06,-2460.245,-25920.006,-1025.102,-10800.002,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P5R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,3e-06,-2460.245,-25920.006,-1025.102,-10800.002,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P5R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,3e-06,-2460.245,-25920.006,-1025.102,-10800.002,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P5R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,3e-06,-2460.245,-25920.006,-1025.102,-10800.002,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P5R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,3e-06,-2460.245,-25920.006,-1025.102,-10800.002,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P6R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,4e-06,-2460.245,-25920.006,-1025.102,-10800.002,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P6R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,4e-06,-2460.245,-25920.006,-1025.102,-10800.002,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P6R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,4e-06,-2460.245,-25920.006,-1025.102,-10800.002,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P6R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,4e-06,-2460.245,-25920.006,-1025.102,-10800.002,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P7R1,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,5e-06,-2460.245,-25920.006,-1025.102,-10800.002,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P7R2,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,5e-06,-2460.245,-25920.006,-1025.102,-10800.002,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P7R3,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,5e-06,-2460.245,-25920.006,-1025.102,-10800.002,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F31P7R4,0202,B02,2,2,F31,31,-0.002460245,-0.001025102,5e-06,-2460.245,-25920.006,-1025.102,-10800.002,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-1127.6121853068735,-922.5918146931267,"-2562.8,-1127.6,-2357.7,-922.6"
0202K1F32P1R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,-1e-06,-2255.224,-23759.999,-1025.102,-10800.002,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P1R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,-1e-06,-2255.224,-23759.999,-1025.102,-10800.002,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P1R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,-1e-06,-2255.224,-23759.999,-1025.102,-10800.002,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P1R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,-1e-06,-2255.224,-23759.999,-1025.102,-10800.002,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P2R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,0.0,-2255.224,-23759.999,-1025.102,-10800.002,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P2R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,0.0,-2255.224,-23759.999,-1025.102,-10800.002,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P2R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,0.0,-2255.224,-23759.999,-1025.102,-10800.002,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P2R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,0.0,-2255.224,-23759.999,-1025.102,-10800.002,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P3R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,1e-06,-2255.224,-23759.999,-1025.102,-10800.002,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P3R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,1e-06,-2255.224,-23759.999,-1025.102,-10800.002,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P3R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,1e-06,-2255.224,-23759.999,-1025.102,-10800.002,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P3R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,1e-06,-2255.224,-23759.999,-1025.102,-10800.002,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P4R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,2e-06,-2255.224,-23759.999,-1025.102,-10800.002,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P4R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,2e-06,-2255.224,-23759.999,-1025.102,-10800.002,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P4R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,2e-06,-2255.224,-23759.999,-1025.102,-10800.002,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P4R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,2e-06,-2255.224,-23759.999,-1025.102,-10800.002,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P5R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,3e-06,-2255.224,-23759.999,-1025.102,-10800.002,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P5R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,3e-06,-2255.224,-23759.999,-1025.102,-10800.002,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P5R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,3e-06,-2255.224,-23759.999,-1025.102,-10800.002,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P5R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,3e-06,-2255.224,-23759.999,-1025.102,-10800.002,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P6R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,4e-06,-2255.224,-23759.999,-1025.102,-10800.002,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P6R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,4e-06,-2255.224,-23759.999,-1025.102,-10800.002,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P6R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,4e-06,-2255.224,-23759.999,-1025.102,-10800.002,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P6R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,4e-06,-2255.224,-23759.999,-1025.102,-10800.002,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P7R1,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,5e-06,-2255.224,-23759.999,-1025.102,-10800.002,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P7R2,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,5e-06,-2255.224,-23759.999,-1025.102,-10800.002,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P7R3,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,5e-06,-2255.224,-23759.999,-1025.102,-10800.002,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F32P7R4,0202,B02,2,2,F32,32,-0.002255224,-0.001025102,5e-06,-2255.224,-23759.999,-1025.102,-10800.002,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-1127.6121853068735,-922.5918146931267,"-2357.7,-1127.6,-2152.7,-922.6"
0202K1F33P1R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,-1e-06,-2050.204,-21600.003,-1025.102,-10800.002,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P1R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,-1e-06,-2050.204,-21600.003,-1025.102,-10800.002,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P1R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,-1e-06,-2050.204,-21600.003,-1025.102,-10800.002,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P1R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,-1e-06,-2050.204,-21600.003,-1025.102,-10800.002,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P2R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,0.0,-2050.204,-21600.003,-1025.102,-10800.002,0.0,0.0,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P2R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,0.0,-2050.204,-21600.003,-1025.102,-10800.002,0.0,0.0,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P2R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,0.0,-2050.204,-21600.003,-1025.102,-10800.002,0.0,0.0,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P2R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,0.0,-2050.204,-21600.003,-1025.102,-10800.002,0.0,0.0,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P3R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,1e-06,-2050.204,-21600.003,-1025.102,-10800.002,1.0,10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P3R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,1e-06,-2050.204,-21600.003,-1025.102,-10800.002,1.0,10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P3R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,1e-06,-2050.204,-21600.003,-1025.102,-10800.002,1.0,10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P3R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,1e-06,-2050.204,-21600.003,-1025.102,-10800.002,1.0,10.536,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P4R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,2e-06,-2050.204,-21600.003,-1025.102,-10800.002,2.0,21.071,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P4R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,2e-06,-2050.204,-21600.003,-1025.102,-10800.002,2.0,21.071,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P4R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,2e-06,-2050.204,-21600.003,-1025.102,-10800.002,2.0,21.071,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P4R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,2e-06,-2050.204,-21600.003,-1025.102,-10800.002,2.0,21.071,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P5R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,3e-06,-2050.204,-21600.003,-1025.102,-10800.002,3.0,31.607,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P5R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,3e-06,-2050.204,-21600.003,-1025.102,-10800.002,3.0,31.607,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P5R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,3e-06,-2050.204,-21600.003,-1025.102,-10800.002,3.0,31.607,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P5R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,3e-06,-2050.204,-21600.003,-1025.102,-10800.002,3.0,31.607,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P6R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,4e-06,-2050.204,-21600.003,-1025.102,-10800.002,4.0,42.142,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P6R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,4e-06,-2050.204,-21600.003,-1025.102,-10800.002,4.0,42.142,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P6R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,4e-06,-2050.204,-21600.003,-1025.102,-10800.002,4.0,42.142,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P6R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,4e-06,-2050.204,-21600.003,-1025.102,-10800.002,4.0,42.142,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P7R1,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,5e-06,-2050.204,-21600.003,-1025.102,-10800.002,5.0,52.678,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P7R2,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,5e-06,-2050.204,-21600.003,-1025.102,-10800.002,5.0,52.678,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P7R3,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,5e-06,-2050.204,-21600.003,-1025.102,-10800.002,5.0,52.678,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F33P7R4,0202,B02,2,2,F33,33,-0.002050204,-0.001025102,5e-06,-2050.204,-21600.003,-1025.102,-10800.002,5.0,52.678,-2152.714185306874,-1947.6938146931268,-1127.6121853068735,-922.5918146931267,"-2152.7,-1127.6,-1947.7,-922.6"
0202K1F34P1R1,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,-1e-06,-1845.183,-19439.996,-1025.102,-10800.002,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P1R2,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,-1e-06,-1845.183,-19439.996,-1025.102,-10800.002,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P1R3,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,-1e-06,-1845.183,-19439.996,-1025.102,-10800.002,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P1R4,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,-1e-06,-1845.183,-19439.996,-1025.102,-10800.002,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P2R1,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,0.0,-1845.183,-19439.996,-1025.102,-10800.002,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P2R2,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,0.0,-1845.183,-19439.996,-1025.102,-10800.002,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P2R3,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,0.0,-1845.183,-19439.996,-1025.102,-10800.002,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P2R4,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,0.0,-1845.183,-19439.996,-1025.102,-10800.002,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P3R1,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,1e-06,-1845.183,-19439.996,-1025.102,-10800.002,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P3R2,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,1e-06,-1845.183,-19439.996,-1025.102,-10800.002,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P3R3,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,1e-06,-1845.183,-19439.996,-1025.102,-10800.002,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P3R4,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,1e-06,-1845.183,-19439.996,-1025.102,-10800.002,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
0202K1F34P4R1,0202,B02,2,2,F34,34,-0.001845183,-0.001025102,2e-06,-1845.183,-19439.996,-1025.102,-10800.002,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-1127.6121853068735,-922.5918146931267,"-1947.7,-1127.6,-1742.7,-922.6"
