Image_ID,Well_ID,Well,Row,Col,Field_ID,Field,PositionX,PositionY,PositionZ,PositionX (um),PositionX (pixels),PositionY (um),PositionY (pixels),PositionZ (um),PositionZ (pixels),min_bbox_PositionX (um),max_bbox_PositionX (um),min_bbox_PositionY (um),max_bbox_PositionY (um),bbox_coords
0202K1F15P4R1,0202,B02,2,2,F15,15,-0.001230122,0.001640163,2e-06,-1230.122,-12959.998,1640.163,17280.0,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P4R2,0202,B02,2,2,F15,15,-0.001230122,0.001640163,2e-06,-1230.122,-12959.998,1640.163,17280.0,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P4R3,0202,B02,2,2,F15,15,-0.001230122,0.001640163,2e-06,-1230.122,-12959.998,1640.163,17280.0,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P4R4,0202,B02,2,2,F15,15,-0.001230122,0.001640163,2e-06,-1230.122,-12959.998,1640.163,17280.0,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P5R1,0202,B02,2,2,F15,15,-0.001230122,0.001640163,3e-06,-1230.122,-12959.998,1640.163,17280.0,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P5R2,0202,B02,2,2,F15,15,-0.001230122,0.001640163,3e-06,-1230.122,-12959.998,1640.163,17280.0,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P5R3,0202,B02,2,2,F15,15,-0.001230122,0.001640163,3e-06,-1230.122,-12959.998,1640.163,17280.0,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P5R4,0202,B02,2,2,F15,15,-0.001230122,0.001640163,3e-06,-1230.122,-12959.998,1640.163,17280.0,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P6R1,0202,B02,2,2,F15,15,-0.001230122,0.001640163,4e-06,-1230.122,-12959.998,1640.163,17280.0,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P6R2,0202,B02,2,2,F15,15,-0.001230122,0.001640163,4e-06,-1230.122,-12959.998,1640.163,17280.0,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P6R3,0202,B02,2,2,F15,15,-0.001230122,0.001640163,4e-06,-1230.122,-12959.998,1640.163,17280.0,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P6R4,0202,B02,2,2,F15,15,-0.001230122,0.001640163,4e-06,-1230.122,-12959.998,1640.163,17280.0,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P7R1,0202,B02,2,2,F15,15,-0.001230122,0.001640163,5e-06,-1230.122,-12959.998,1640.163,17280.0,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P7R2,0202,B02,2,2,F15,15,-0.001230122,0.001640163,5e-06,-1230.122,-12959.998,1640.163,17280.0,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P7R3,0202,B02,2,2,F15,15,-0.001230122,0.001640163,5e-06,-1230.122,-12959.998,1640.163,17280.0,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F15P7R4,0202,B02,2,2,F15,15,-0.001230122,0.001640163,5e-06,-1230.122,-12959.998,1640.163,17280.0,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1537.6528146931266,1742.6731853068734,"-1332.6,1537.7,-1127.6,1742.7"
0202K1F16P1R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,-1e-06,-1025.102,-10800.002,1640.163,17280.0,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P1R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,-1e-06,-1025.102,-10800.002,1640.163,17280.0,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P1R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,-1e-06,-1025.102,-10800.002,1640.163,17280.0,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P1R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,-1e-06,-1025.102,-10800.002,1640.163,17280.0,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P2R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,0.0,-1025.102,-10800.002,1640.163,17280.0,0.0,0.0,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P2R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,0.0,-1025.102,-10800.002,1640.163,17280.0,0.0,0.0,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P2R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,0.0,-1025.102,-10800.002,1640.163,17280.0,0.0,0.0,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P2R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,0.0,-1025.102,-10800.002,1640.163,17280.0,0.0,0.0,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P3R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,1e-06,-1025.102,-10800.002,1640.163,17280.0,1.0,10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P3R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,1e-06,-1025.102,-10800.002,1640.163,17280.0,1.0,10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P3R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,1e-06,-1025.102,-10800.002,1640.163,17280.0,1.0,10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P3R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,1e-06,-1025.102,-10800.002,1640.163,17280.0,1.0,10.536,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P4R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,2e-06,-1025.102,-10800.002,1640.163,17280.0,2.0,21.071,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P4R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,2e-06,-1025.102,-10800.002,1640.163,17280.0,2.0,21.071,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P4R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,2e-06,-1025.102,-10800.002,1640.163,17280.0,2.0,21.071,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P4R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,2e-06,-1025.102,-10800.002,1640.163,17280.0,2.0,21.071,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P5R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,3e-06,-1025.102,-10800.002,1640.163,17280.0,3.0,31.607,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P5R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,3e-06,-1025.102,-10800.002,1640.163,17280.0,3.0,31.607,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P5R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,3e-06,-1025.102,-10800.002,1640.163,17280.0,3.0,31.607,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P5R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,3e-06,-1025.102,-10800.002,1640.163,17280.0,3.0,31.607,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P6R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,4e-06,-1025.102,-10800.002,1640.163,17280.0,4.0,42.142,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P6R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,4e-06,-1025.102,-10800.002,1640.163,17280.0,4.0,42.142,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P6R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,4e-06,-1025.102,-10800.002,1640.163,17280.0,4.0,42.142,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P6R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,4e-06,-1025.102,-10800.002,1640.163,17280.0,4.0,42.142,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P7R1,0202,B02,2,2,F16,16,-0.001025102,0.001640163,5e-06,-1025.102,-10800.002,1640.163,17280.0,5.0,52.678,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P7R2,0202,B02,2,2,F16,16,-0.001025102,0.001640163,5e-06,-1025.102,-10800.002,1640.163,17280.0,5.0,52.678,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P7R3,0202,B02,2,2,F16,16,-0.001025102,0.001640163,5e-06,-1025.102,-10800.002,1640.163,17280.0,5.0,52.678,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F16P7R4,0202,B02,2,2,F16,16,-0.001025102,0.001640163,5e-06,-1025.102,-10800.002,1640.163,17280.0,5.0,52.678,-1127.6121853068735,-922.5918146931267,1537.6528146931266,1742.6731853068734,"-1127.6,1537.7,-922.6,1742.7"
0202K1F17P1R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,-1e-06,-1025.102,-10800.002,1435.143,15120.004,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P1R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,-1e-06,-1025.102,-10800.002,1435.143,15120.004,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P1R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,-1e-06,-1025.102,-10800.002,1435.143,15120.004,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P1R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,-1e-06,-1025.102,-10800.002,1435.143,15120.004,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P2R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,0.0,-1025.102,-10800.002,1435.143,15120.004,0.0,0.0,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P2R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,0.0,-1025.102,-10800.002,1435.143,15120.004,0.0,0.0,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P2R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,0.0,-1025.102,-10800.002,1435.143,15120.004,0.0,0.0,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P2R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,0.0,-1025.102,-10800.002,1435.143,15120.004,0.0,0.0,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P3R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,1e-06,-1025.102,-10800.002,1435.143,15120.004,1.0,10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P3R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,1e-06,-1025.102,-10800.002,1435.143,15120.004,1.0,10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P3R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,1e-06,-1025.102,-10800.002,1435.143,15120.004,1.0,10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P3R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,1e-06,-1025.102,-10800.002,1435.143,15120.004,1.0,10.536,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P4R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,2e-06,-1025.102,-10800.002,1435.143,15120.004,2.0,21.071,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P4R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,2e-06,-1025.102,-10800.002,1435.143,15120.004,2.0,21.071,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P4R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,2e-06,-1025.102,-10800.002,1435.143,15120.004,2.0,21.071,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P4R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,2e-06,-1025.102,-10800.002,1435.143,15120.004,2.0,21.071,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P5R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,3e-06,-1025.102,-10800.002,1435.143,15120.004,3.0,31.607,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P5R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,3e-06,-1025.102,-10800.002,1435.143,15120.004,3.0,31.607,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P5R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,3e-06,-1025.102,-10800.002,1435.143,15120.004,3.0,31.607,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P5R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,3e-06,-1025.102,-10800.002,1435.143,15120.004,3.0,31.607,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P6R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,4e-06,-1025.102,-10800.002,1435.143,15120.004,4.0,42.142,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P6R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,4e-06,-1025.102,-10800.002,1435.143,15120.004,4.0,42.142,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P6R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,4e-06,-1025.102,-10800.002,1435.143,15120.004,4.0,42.142,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P6R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,4e-06,-1025.102,-10800.002,1435.143,15120.004,4.0,42.142,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P7R1,0202,B02,2,2,F17,17,-0.001025102,0.001435143,5e-06,-1025.102,-10800.002,1435.143,15120.004,5.0,52.678,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P7R2,0202,B02,2,2,F17,17,-0.001025102,0.001435143,5e-06,-1025.102,-10800.002,1435.143,15120.004,5.0,52.678,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P7R3,0202,B02,2,2,F17,17,-0.001025102,0.001435143,5e-06,-1025.102,-10800.002,1435.143,15120.004,5.0,52.678,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F17P7R4,0202,B02,2,2,F17,17,-0.001025102,0.001435143,5e-06,-1025.102,-10800.002,1435.143,15120.004,5.0,52.678,-1127.6121853068735,-922.5918146931267,1332.6328146931266,1537.6531853068734,"-1127.6,1332.6,-922.6,1537.7"
0202K1F18P1R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,-1e-06,-1230.122,-12959.998,1435.143,15120.004,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P1R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,-1e-06,-1230.122,-12959.998,1435.143,15120.004,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P1R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,-1e-06,-1230.122,-12959.998,1435.143,15120.004,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P1R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,-1e-06,-1230.122,-12959.998,1435.143,15120.004,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P2R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,0.0,-1230.122,-12959.998,1435.143,15120.004,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P2R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,0.0,-1230.122,-12959.998,1435.143,15120.004,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P2R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,0.0,-1230.122,-12959.998,1435.143,15120.004,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P2R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,0.0,-1230.122,-12959.998,1435.143,15120.004,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P3R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,1e-06,-1230.122,-12959.998,1435.143,15120.004,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P3R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,1e-06,-1230.122,-12959.998,1435.143,15120.004,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P3R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,1e-06,-1230.122,-12959.998,1435.143,15120.004,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P3R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,1e-06,-1230.122,-12959.998,1435.143,15120.004,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P4R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,2e-06,-1230.122,-12959.998,1435.143,15120.004,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P4R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,2e-06,-1230.122,-12959.998,1435.143,15120.004,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P4R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,2e-06,-1230.122,-12959.998,1435.143,15120.004,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P4R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,2e-06,-1230.122,-12959.998,1435.143,15120.004,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P5R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,3e-06,-1230.122,-12959.998,1435.143,15120.004,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P5R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,3e-06,-1230.122,-12959.998,1435.143,15120.004,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P5R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,3e-06,-1230.122,-12959.998,1435.143,15120.004,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P5R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,3e-06,-1230.122,-12959.998,1435.143,15120.004,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P6R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,4e-06,-1230.122,-12959.998,1435.143,15120.004,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P6R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,4e-06,-1230.122,-12959.998,1435.143,15120.004,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P6R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,4e-06,-1230.122,-12959.998,1435.143,15120.004,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P6R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,4e-06,-1230.122,-12959.998,1435.143,15120.004,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P7R1,0202,B02,2,2,F18,18,-0.001230122,0.001435143,5e-06,-1230.122,-12959.998,1435.143,15120.004,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P7R2,0202,B02,2,2,F18,18,-0.001230122,0.001435143,5e-06,-1230.122,-12959.998,1435.143,15120.004,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P7R3,0202,B02,2,2,F18,18,-0.001230122,0.001435143,5e-06,-1230.122,-12959.998,1435.143,15120.004,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F18P7R4,0202,B02,2,2,F18,18,-0.001230122,0.001435143,5e-06,-1230.122,-12959.998,1435.143,15120.004,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1332.6328146931266,1537.6531853068734,"-1332.6,1332.6,-1127.6,1537.7"
0202K1F19P1R1,0202,B02,2,2,F19,19,-0.001435143,0.001435143,-1e-06,-1435.143,-15120.004,1435.143,15120.004,-1.0,-10.536,-1537.6531853068734,-1332.6328146931266,1332.6328146931266,1537.6531853068734,"-1537.7,1332.6,-1332.6,1537.7"
